timestamp,spy_price,call_price,put_price,call_iv,put_iv,call_strike,put_strike,price_divergence,iv_divergence,parity_divergence,price_signal,iv_signal,parity_signal,combined_signal,signal_confidence
2025-07-11 13:30:58,624.28,0.725,0.415,0.0272368586617289,0.0254006659429591,624.0,624.0,0.31,0.001836192718769801,-0.055473597565141974,0,0,0,0.0,0.0
2025-07-11 13:30:59,624.28,0.7050000000000001,0.435,0.0260127301825501,0.0266247944221378,624.0,624.0,0.2700000000000001,-0.0006120642395876993,-0.0954735975651419,0,-1,0,0.0,0.3
2025-07-11 13:31:00,624.255,0.685,0.405,0.0247886017033714,0.0247886017033697,624.0,624.0,0.28,1.700029006457271e-15,-0.06047359756516468,0,0,0,0.0,0.0
2025-07-11 13:31:01,624.255,0.715,0.445,0.0281560825633427,0.0272379494362769,624.0,624.0,0.26999999999999996,0.0009181331270658004,-0.07047359756516475,0,0,0,0.0,0.0
2025-07-11 13:31:02,624.255,0.675,0.445,0.0257077275578347,0.0272379494362769,624.0,624.0,0.23000000000000004,-0.0015302218784421992,-0.11047359756516467,0,-1,0,0.0,0.3
2025-07-11 13:31:03,624.255,0.715,0.445,0.0281560825633427,0.0272379494362769,624.0,624.0,0.26999999999999996,0.0009181331270658004,-0.07047359756516475,0,0,0,0.0,0.0
2025-07-11 13:31:04,624.255,0.655,0.4649999999999999,0.0244835500550807,0.028462126939031,624.0,624.0,0.1900000000000001,-0.003978576883950299,-0.1504735975651646,0,-1,0,0.0,0.3
2025-07-11 13:31:05,624.255,0.235,0.4449999999999999,0.0143840856573597,0.0272379494362769,625.0,624.0,-0.2099999999999999,-0.012853863778917202,0.4493894255156557,-1,-1,1,0.0,0.39999999999999997
2025-07-11 13:31:06,624.255,0.695,0.4649999999999999,0.0269319050605887,0.028462126939031,624.0,624.0,0.23000000000000004,-0.0015302218784422998,-0.11047359756516467,0,0,0,0.0,0.0
2025-07-11 13:31:07,624.255,0.665,0.475,0.0250956388064577,0.029074215690408,624.0,624.0,0.19000000000000006,-0.003978576883950299,-0.15047359756516465,0,-1,0,0.0,0.3
2025-07-11 13:31:08,624.255,0.655,0.475,0.0244835500550807,0.029074215690408,624.0,624.0,0.18000000000000005,-0.004590665635327298,-0.16047359756516466,0,-1,0,0.0,0.3
2025-07-11 13:31:09,624.255,0.635,0.475,0.0232593725523267,0.029074215690408,624.0,624.0,0.16000000000000003,-0.0058148431380813,-0.18047359756516468,0,-1,0,0.0,0.3
2025-07-11 13:31:10,624.255,0.635,0.475,0.0232593725523267,0.029074215690408,624.0,624.0,0.16000000000000003,-0.0058148431380813,-0.18047359756516468,0,-1,-1,-1.0,0.6
2025-07-11 13:31:11,624.255,0.675,0.485,0.0257077275578347,0.029686304441785,624.0,624.0,0.19000000000000006,-0.003978576883950299,-0.15047359756516465,0,-1,-1,-1.0,0.6
2025-07-11 13:31:12,624.255,0.675,0.485,0.0257077275578347,0.029686304441785,624.0,624.0,0.19000000000000006,-0.003978576883950299,-0.15047359756516465,0,0,-1,0.0,0.3
2025-07-11 13:31:13,624.255,0.635,0.4649999999999999,0.0232593725523267,0.028462126939031,624.0,624.0,0.1700000000000001,-0.005202754386704301,-0.17047359756516461,0,-1,-1,-1.0,0.6
2025-07-11 13:31:14,624.255,0.675,0.485,0.0257077275578347,0.029686304441785,624.0,624.0,0.19000000000000006,-0.003978576883950299,-0.15047359756516465,0,0,-1,0.0,0.3
2025-07-11 13:31:15,624.255,0.655,0.4649999999999999,0.0244835500550807,0.028462126939031,624.0,624.0,0.1900000000000001,-0.003978576883950299,-0.1504735975651646,0,0,-1,0.0,0.3
2025-07-11 13:31:16,624.255,0.645,1.005,0.0238714613037037,0.015914307535802,624.0,625.0,-0.3599999999999999,0.007957153767901702,-0.7004735975651646,-1,1,-1,0.0,0.4
2025-07-11 13:31:17,624.255,0.685,0.475,0.0263198163092117,0.029074215690408,624.0,624.0,0.21000000000000008,-0.002754399381196298,-0.13047359756516463,0,0,0,0.0,0.0
2025-07-11 13:31:18,624.255,0.685,0.4549999999999999,0.0263198163092117,0.027850038187654,624.0,624.0,0.23000000000000015,-0.0015302218784422998,-0.11047359756516456,0,0,0,0.0,0.0
2025-07-11 13:31:19,624.255,0.685,0.475,0.0263198163092117,0.029074215690408,624.0,624.0,0.21000000000000008,-0.002754399381196298,-0.13047359756516463,0,0,0,0.0,0.0
2025-07-11 13:31:20,624.255,0.225,0.435,0.0137719969059827,0.0266258606848999,625.0,624.0,-0.21,-0.012853863778917198,0.44938942551565564,-1,-1,1,0.0,0.39999999999999997
2025-07-11 13:31:21,624.255,0.665,0.4549999999999999,0.0250956388064577,0.027850038187654,624.0,624.0,0.21000000000000013,-0.0027543993811963013,-0.13047359756516458,0,0,0,0.0,0.0
2025-07-11 13:31:22,624.255,0.675,0.435,0.0257077275578347,0.0266258606848999,624.0,624.0,0.24000000000000005,-0.0009181331270651967,-0.10047359756516466,0,1,0,0.0,0.3
2025-07-11 13:31:23,624.255,0.675,0.4549999999999999,0.0257077275578347,0.027850038187654,624.0,624.0,0.22000000000000014,-0.002142310629819299,-0.12047359756516457,0,1,0,0.0,0.3
2025-07-11 13:31:24,624.255,0.635,0.435,0.0232593725523267,0.0266258606848999,624.0,624.0,0.2,-0.0033664881325731998,-0.1404735975651647,0,0,0,0.0,0.0
2025-07-11 13:31:25,624.255,0.635,0.4549999999999999,0.0232593725523267,0.027850038187654,624.0,624.0,0.1800000000000001,-0.004590665635327302,-0.1604735975651646,0,0,0,0.0,0.0
2025-07-11 13:31:26,624.255,0.655,0.435,0.0244835500550807,0.0266258606848999,624.0,624.0,0.22000000000000003,-0.0021423106298191982,-0.12047359756516468,0,1,0,0.0,0.3
2025-07-11 13:31:27,624.255,0.655,0.455,0.0244835500550807,0.027850038187654,624.0,624.0,0.2,-0.0033664881325733004,-0.1404735975651647,0,0,0,0.0,0.0
2025-07-11 13:31:28,624.255,0.695,0.455,0.0269319050605887,0.027850038187654,624.0,624.0,0.23999999999999994,-0.0009181331270653008,-0.10047359756516477,1,1,0,1.0,0.7
2025-07-11 13:31:29,624.255,0.695,0.435,0.0269319050605887,0.0266258606848999,624.0,624.0,0.25999999999999995,0.00030604437568880136,-0.08047359756516476,1,1,0,1.0,0.7
2025-07-11 13:31:30,624.255,0.685,0.4649999999999999,0.0263198163092117,0.028462126939031,624.0,624.0,0.22000000000000014,-0.002142310629819299,-0.12047359756516457,0,0,0,0.0,0.0
2025-07-11 13:31:31,624.255,0.685,0.425,0.0263198163092117,0.0260137719335229,624.0,624.0,0.26000000000000006,0.00030604437568880136,-0.08047359756516465,1,1,0,1.0,0.7
2025-07-11 13:31:32,624.255,0.205,0.4649999999999999,0.0125478194032287,0.028462126939031,625.0,624.0,-0.2599999999999999,-0.0159143075358023,0.3993894255156557,-1,-1,1,0.0,0.39999999999999997
2025-07-11 13:31:33,624.255,0.675,0.4649999999999999,0.0257077275578347,0.028462126939031,624.0,624.0,0.21000000000000013,-0.002754399381196298,-0.13047359756516458,0,0,0,0.0,0.0
2025-07-11 13:31:34,624.255,0.675,0.4549999999999999,0.0257077275578347,0.027850038187654,624.0,624.0,0.22000000000000014,-0.002142310629819299,-0.12047359756516457,0,0,0,0.0,0.0
2025-07-11 13:31:35,624.255,0.675,0.4449999999999999,0.0257077275578347,0.0272379494362769,624.0,624.0,0.23000000000000015,-0.0015302218784421992,-0.11047359756516456,0,0,0,0.0,0.0
2025-07-11 13:31:36,624.255,0.685,1.015,0.0263198163092117,0.016526396287179,624.0,625.0,-0.32999999999999985,0.0097934200220327,-0.6704735975651646,-1,1,-1,0.0,0.4
2025-07-11 13:31:37,624.255,0.655,0.42,0.0244835500550807,0.0257077275578344,624.0,624.0,0.23500000000000004,-0.0012241775027536997,-0.10547359756516467,0,0,0,0.0,0.0
2025-07-11 13:31:38,624.255,0.655,0.435,0.0244835500550807,0.0266258606848999,624.0,624.0,0.22000000000000003,-0.0021423106298191982,-0.12047359756516468,0,0,0,0.0,0.0
2025-07-11 13:31:39,624.255,0.705,0.415,0.0275439938119657,0.0254016831821459,624.0,624.0,0.29,0.0021423106298197984,-0.05047359756516473,1,1,0,1.0,0.7
2025-07-11 13:31:40,624.255,0.715,0.43,0.0281560825633427,0.0263198163092114,624.0,624.0,0.285,0.0018362662541313024,-0.055473597565164734,1,1,0,1.0,0.7
2025-07-11 13:31:41,624.255,0.72,0.405,0.0284621269390312,0.0247895944307689,624.0,624.0,0.31499999999999995,0.0036725325082622995,-0.025473597565164763,1,1,0,1.0,0.7
2025-07-11 13:31:42,624.255,0.715,0.425,0.0281560825633427,0.0260137719335229,624.0,624.0,0.29,0.002142310629819802,-0.05047359756516473,1,1,0,1.0,0.7
2025-07-11 13:31:43,624.255,0.685,0.445,0.0263198163092117,0.0272379494362769,624.0,624.0,0.24000000000000005,-0.0009181331270652002,-0.10047359756516466,0,0,0,0.0,0.0
2025-07-11 13:31:44,624.255,0.725,0.435,0.0287681713147197,0.0266258606848999,624.0,624.0,0.29,0.002142310629819802,-0.05047359756516473,1,1,0,1.0,0.7
2025-07-11 13:31:45,624.255,0.7050000000000001,0.435,0.0275439938119657,0.0266258606848999,624.0,624.0,0.2700000000000001,0.0009181331270658004,-0.07047359756516464,0,1,0,0.0,0.3
2025-07-11 13:31:46,624.255,0.225,0.395,0.0137719969059827,0.0241775056793919,625.0,624.0,-0.17,-0.010405508773409199,0.48938942551565556,-1,-1,1,0.0,0.39999999999999997
2025-07-11 13:31:47,624.255,0.725,0.98,0.0287681713147197,0.0143840856573594,624.0,625.0,-0.255,0.0143840856573603,-0.5954735975651647,-1,1,-1,0.0,0.4
2025-07-11 13:31:48,624.255,0.7050000000000001,0.435,0.0275439938119657,0.0266258606848999,624.0,624.0,0.2700000000000001,0.0009181331270658004,-0.07047359756516464,1,0,0,0.0,0.4
2025-07-11 13:31:49,624.255,0.715,0.44,0.0281560825633427,0.0269319050605884,624.0,624.0,0.27499999999999997,0.0012241775027543,-0.06547359756516474,0,0,0,0.0,0.0
2025-07-11 13:31:50,624.255,0.715,0.415,0.0281560825633427,0.0254016831821459,624.0,624.0,0.3,0.002754399381196801,-0.04047359756516472,1,1,0,1.0,0.7
2025-07-11 13:31:51,624.255,0.7050000000000001,0.435,0.0275439938119657,0.0266258606848999,624.0,624.0,0.2700000000000001,0.0009181331270658004,-0.07047359756516464,0,0,0,0.0,0.0
2025-07-11 13:31:52,624.255,0.7050000000000001,0.415,0.0275439938119657,0.0254016831821459,624.0,624.0,0.2900000000000001,0.0021423106298197984,-0.05047359756516462,1,0,0,0.0,0.4
2025-07-11 13:31:53,624.255,0.685,0.435,0.0263198163092117,0.0266258606848999,624.0,624.0,0.25000000000000006,-0.0003060443756881977,-0.09047359756516465,0,0,0,0.0,0.0
2025-07-11 13:31:54,624.255,0.745,0.385,0.0299923488174738,0.0235654169280149,624.0,624.0,0.36,0.006426931889458899,0.019526402434835277,1,1,0,1.0,0.7
2025-07-11 13:31:55,624.255,0.735,0.385,0.0293802600660968,0.0235654169280149,624.0,624.0,0.35,0.0058148431380819,0.009526402434835268,1,1,0,1.0,0.7
2025-07-11 13:31:56,624.255,0.755,0.375,0.0306044375688508,0.0229533281766379,624.0,624.0,0.38,0.007651109392212901,0.039526402434835295,1,1,1,1.0,1.0
2025-07-11 13:31:57,624.255,0.745,0.365,0.0299923488174738,0.0223412394252609,624.0,624.0,0.38,0.007651109392212897,0.039526402434835295,1,1,0,1.0,0.7
2025-07-11 13:31:58,624.255,0.255,0.365,0.0156082631601137,0.0223412394252609,625.0,624.0,-0.10999999999999999,-0.006732976265147201,0.5493894255156556,-1,-1,1,0.0,0.39999999999999997
2025-07-11 13:31:59,624.255,0.765,0.405,0.0312165263202278,0.0247895944307689,624.0,624.0,0.36,0.006426931889458899,0.019526402434835277,1,1,0,1.0,0.7
2025-07-11 13:32:00,624.255,0.765,0.395,0.0312165263202278,0.0241765374637803,624.0,624.0,0.37,0.0070399888564475,0.029526402434835286,1,1,0,1.0,0.7
2025-07-11 13:32:01,624.28,0.735,0.395,0.0278489229013183,0.0241765374637803,624.0,624.0,0.33999999999999997,0.003672385437537999,-0.025473597565142003,0,0,0,0.0,0.0
2025-07-11 13:32:02,624.28,0.775,0.345,0.0302971798596758,0.0211162162658334,624.0,624.0,0.43000000000000005,0.0091809635938424,0.06452640243485808,1,1,0,1.0,0.7
2025-07-11 13:32:03,624.28,0.795,0.345,0.0315213083388545,0.0211162162658334,624.0,624.0,0.45000000000000007,0.010405092073021097,0.0845264024348581,1,1,0,1.0,0.7
2025-07-11 13:32:04,624.28,0.795,0.365,0.0315213083388545,0.0223403447450122,624.0,624.0,0.43000000000000005,0.009180963593842299,0.06452640243485808,1,1,0,1.0,0.7
2025-07-11 13:32:05,624.28,0.79,0.385,0.0312152762190598,0.023564473224191,624.0,624.0,0.405,0.0076508029948688,0.039526402434858054,1,1,0,1.0,0.7
2025-07-11 13:32:06,624.28,0.765,0.395,0.0296851156200864,0.0241765374637803,624.0,624.0,0.37,0.0055085781563061,0.004526402434858023,1,0,0,0.0,0.4
2025-07-11 13:32:07,624.28,0.755,0.385,0.029073051380497,0.023564473224191,624.0,624.0,0.37,0.0055085781563059995,0.004526402434858023,0,0,0,0.0,0.0
2025-07-11 13:32:08,624.28,0.775,0.885,0.0302971798596758,0.010099059953223,624.0,625.0,-0.10999999999999999,0.020198119906452802,-0.47547359756514196,-1,1,-1,0.0,0.4
2025-07-11 13:32:09,624.28,0.775,0.365,0.0302971798596758,0.0223403447450122,624.0,624.0,0.41000000000000003,0.0079568351146636,0.04452640243485806,1,1,0,1.0,0.7
2025-07-11 13:32:10,624.28,0.77,0.355,0.0299911477398811,0.0217282805054228,624.0,624.0,0.41500000000000004,0.0082628672344583,0.04952640243485806,1,1,0,1.0,0.7
2025-07-11 13:32:11,624.28,0.805,0.375,0.0321333725784439,0.0229524089846016,624.0,624.0,0.43000000000000005,0.009180963593842299,0.06452640243485808,1,1,0,1.0,0.7
2025-07-11 13:32:12,624.28,0.805,0.355,0.0321333725784439,0.0217282805054228,624.0,624.0,0.45000000000000007,0.010405092073021097,0.0845264024348581,1,1,0,1.0,0.7
2025-07-11 13:32:13,624.28,0.765,0.375,0.0296851156200864,0.0229524089846016,624.0,624.0,0.39,0.006732706635484802,0.02452640243485804,0,0,0,0.0,0.0
2025-07-11 13:32:14,624.28,0.305,0.375,0.0186679593074759,0.0229524089846016,625.0,624.0,-0.07,-0.0042844496771256985,0.5643894255156783,-1,-1,1,0.0,0.39999999999999997
2025-07-11 13:32:15,624.28,0.81,0.335,0.0324394046982386,0.0205041520262441,624.0,624.0,0.47500000000000003,0.011935252671994499,0.10952640243485806,1,1,0,1.0,0.7
2025-07-11 13:32:16,624.28,0.785,0.375,0.0309092440992651,0.0229524089846016,624.0,624.0,0.41000000000000003,0.0079568351146635,0.04452640243485806,0,0,0,0.0,0.0
2025-07-11 13:32:17,624.28,0.795,0.385,0.0315213083388545,0.023564473224191,624.0,624.0,0.41000000000000003,0.007956835114663496,0.04452640243485806,0,0,0,0.0,0.0
2025-07-11 13:32:18,624.28,0.79,0.385,0.0312152762190598,0.023564473224191,624.0,624.0,0.405,0.0076508029948688,0.039526402434858054,0,0,0,0.0,0.0
2025-07-11 13:32:19,624.28,0.795,0.345,0.0315213083388545,0.0211162162658334,624.0,624.0,0.45000000000000007,0.010405092073021097,0.0845264024348581,1,1,0,1.0,0.7
2025-07-11 13:32:20,624.28,0.795,0.345,0.0315213083388545,0.0211162162658334,624.0,624.0,0.45000000000000007,0.010405092073021097,0.0845264024348581,1,1,0,1.0,0.7
2025-07-11 13:32:21,624.28,0.79,0.385,0.0312152762190598,0.023564473224191,624.0,624.0,0.405,0.0076508029948688,0.039526402434858054,0,0,0,0.0,0.0
2025-07-11 13:32:22,624.28,0.785,0.405,0.0309092440992651,0.0247886017033697,624.0,624.0,0.38,0.006120642395895399,0.014526402434858032,0,-1,0,0.0,0.3
2025-07-11 13:32:23,624.28,0.775,0.405,0.0302971798596758,0.0247886017033697,624.0,624.0,0.37,0.0055085781563061,0.004526402434858023,0,-1,0,0.0,0.3
2025-07-11 13:32:24,624.28,0.775,0.915,0.0302971798596758,0.0119352526719911,624.0,625.0,-0.14,0.0183619271876847,-0.505473597565142,-1,1,-1,0.0,0.4
2025-07-11 13:32:25,624.28,0.75,0.385,0.0287670192607023,0.023564473224191,624.0,624.0,0.365,0.0052025460365113,-0.00047359756514198104,0,-1,0,0.0,0.3
2025-07-11 13:32:26,624.28,0.765,0.385,0.0296851156200864,0.023564473224191,624.0,624.0,0.38,0.006120642395895399,0.014526402434858032,0,-1,0,0.0,0.3
2025-07-11 13:32:27,624.28,0.765,0.365,0.0296851156200864,0.0223403447450122,624.0,624.0,0.4,0.007344770875074201,0.03452640243485805,0,0,0,0.0,0.0
2025-07-11 13:32:28,624.28,0.75,0.405,0.0287670192607023,0.0247886017033697,624.0,624.0,0.345,0.003978417557332602,-0.020473597565142,0,-1,0,0.0,0.3
2025-07-11 13:32:29,624.28,0.71,0.415,0.0263187623023448,0.0254006659429591,624.0,624.0,0.295,0.0009180963593857019,-0.07047359756514199,0,-1,-1,-1.0,0.6
2025-07-11 13:32:30,624.28,0.715,0.425,0.0266247944221395,0.0260127301825485,624.0,624.0,0.29,0.0006120642395910023,-0.07547359756514199,0,-1,-1,-1.0,0.6
2025-07-11 13:32:31,624.28,0.235,0.425,0.0143835096303503,0.0260127301825485,625.0,624.0,-0.19,-0.011629220552198198,0.44438942551567834,-1,-1,1,0.0,0.39999999999999997
2025-07-11 13:32:32,624.28,0.725,0.425,0.0272368586617289,0.0260127301825485,624.0,624.0,0.3,0.0012241284791804016,-0.06547359756514198,0,-1,0,0.0,0.3
2025-07-11 13:32:33,624.28,0.715,0.425,0.0266247944221395,0.0260127301825485,624.0,624.0,0.29,0.0006120642395910023,-0.07547359756514199,0,-1,0,0.0,0.3
2025-07-11 13:32:34,624.28,0.75,0.385,0.0287670192607023,0.023564473224191,624.0,624.0,0.365,0.0052025460365113,-0.00047359756514198104,0,0,0,0.0,0.0
2025-07-11 13:32:35,624.28,0.735,0.385,0.0278489229013183,0.023564473224191,624.0,624.0,0.35,0.004284449677127298,-0.015473597565141994,0,0,0,0.0,0.0
2025-07-11 13:32:36,624.28,0.745,0.425,0.0284609871409076,0.0260127301825485,624.0,624.0,0.32,0.0024482569583591032,-0.045473597565141965,0,-1,0,0.0,0.3
2025-07-11 13:32:37,624.28,0.745,0.425,0.0284609871409076,0.0260127301825485,624.0,624.0,0.32,0.0024482569583591032,-0.045473597565141965,0,-1,0,0.0,0.3
2025-07-11 13:32:38,624.28,0.705,0.385,0.0260127301825501,0.023564473224191,624.0,624.0,0.31999999999999995,0.0024482569583590998,-0.04547359756514202,0,-1,0,0.0,0.3
2025-07-11 13:32:39,624.28,0.71,0.385,0.0263187623023448,0.023564473224191,624.0,624.0,0.32499999999999996,0.0027542890781537994,-0.04047359756514202,0,0,0,0.0,0.0
2025-07-11 13:32:40,624.28,0.725,0.385,0.0272368586617289,0.023564473224191,624.0,624.0,0.33999999999999997,0.0036723854375378985,-0.025473597565142003,0,0,0,0.0,0.0
2025-07-11 13:32:41,624.28,0.725,0.385,0.0272368586617289,0.023564473224191,624.0,624.0,0.33999999999999997,0.0036723854375378985,-0.025473597565142003,0,0,0,0.0,0.0
2025-07-11 13:32:42,624.28,0.755,0.93,0.029073051380497,0.0128533490313752,624.0,625.0,-0.17500000000000004,0.016219702349121803,-0.540473597565142,-1,1,-1,0.0,0.4
2025-07-11 13:32:43,624.28,1.51,0.385,0.0140774775105573,0.023564473224191,623.0,624.0,1.125,-0.009486995713633702,-0.24033662064596228,1,-1,-1,0.0,0.19999999999999996
2025-07-11 13:32:44,624.28,0.735,0.425,0.0278489229013183,0.0260127301825485,624.0,624.0,0.31,0.001836192718769801,-0.055473597565141974,0,0,0,0.0,0.0
2025-07-11 13:32:45,624.28,0.75,0.425,0.0287670192607023,0.0260127301825485,624.0,624.0,0.325,0.002754289078153803,-0.04047359756514196,0,0,0,0.0,0.0
2025-07-11 13:32:46,624.28,0.755,0.355,0.029073051380497,0.0217282805054228,624.0,624.0,0.4,0.007344770875074201,0.03452640243485805,0,1,0,0.0,0.3
2025-07-11 13:32:47,624.28,0.795,0.355,0.0315213083388545,0.0217282805054228,624.0,624.0,0.44000000000000006,0.009793027833431698,0.07452640243485809,0,1,1,1.0,0.6
2025-07-11 13:32:48,624.28,0.795,0.345,0.0315213083388545,0.0211162162658334,624.0,624.0,0.45000000000000007,0.010405092073021097,0.0845264024348581,0,1,1,1.0,0.6
2025-07-11 13:32:49,624.28,0.295,0.385,0.0180558950678866,0.023564473224191,625.0,624.0,-0.09000000000000002,-0.0055085781563044,0.5443894255156783,-1,-1,1,0.0,0.39999999999999997
2025-07-11 13:32:50,624.28,0.795,0.365,0.0315213083388545,0.0223403447450122,624.0,624.0,0.43000000000000005,0.009180963593842299,0.06452640243485808,0,1,0,0.0,0.3
2025-07-11 13:32:51,624.28,0.795,0.365,0.0315213083388545,0.0223403447450122,624.0,624.0,0.43000000000000005,0.009180963593842299,0.06452640243485808,0,1,0,0.0,0.3
2025-07-11 13:32:52,624.28,0.8,0.385,0.0318273404586492,0.023564473224191,624.0,624.0,0.41500000000000004,0.008262867234458196,0.04952640243485806,0,1,0,0.0,0.3
2025-07-11 13:32:53,624.28,0.785,0.385,0.0309092440992651,0.023564473224191,624.0,624.0,0.4,0.007344770875074097,0.03452640243485805,0,1,0,0.0,0.3
2025-07-11 13:32:54,624.28,0.805,0.365,0.0321333725784439,0.0223403447450122,624.0,624.0,0.44000000000000006,0.009793027833431698,0.07452640243485809,0,1,0,0.0,0.3
2025-07-11 13:32:55,624.28,0.805,0.345,0.0321333725784439,0.0211162162658334,624.0,624.0,0.4600000000000001,0.011017156312610497,0.0945264024348581,0,1,1,1.0,0.6
2025-07-11 13:32:56,624.28,0.805,0.385,0.0321333725784439,0.023564473224191,624.0,624.0,0.42000000000000004,0.008568899354252896,0.05452640243485807,0,1,0,0.0,0.3
